date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:17:31	56687/56687	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:31%20GMT	https://lixingyong.com/	D:/Halo/Halo/lixingyong.com/index.html	(from )
11:17:31	103/103	---M--	200	added ('OK')	text/plain	date:Mon,%2014%20Nov%202022%2001:26:29%20GMT	https://lixingyong.com/robots.txt		(from )
11:17:32	1903/1903	---MCZ	200	added ('OK')	text/css	etag:W/%224BD095B340257F2AB3A6AA51C47806AC%22	http://at.alicdn.com/t/font_2010950_sh9o0r7ahar.css	D:/Halo/Halo/at.alicdn.com/t/font_2010950_sh9o0r7ahar.css	(from https://lixingyong.com/)
11:17:32	118311/118311	---MCZ	200	added ('OK')	text/css	date:Tue,%2005%20Apr%202022%2009:50:41%20GMT	https://lixingyong.com/themes/LIlGG_Sakura/styles/style.min.css?ver=1.3.4	D:/Halo/Halo/lixingyong.com/themes/LIlGG_Sakura/styles/style.minc412.css	(from https://lixingyong.com/)
11:17:32	67134/67134	---MCZ	200	added ('OK')	text/css	date:Tue,%2005%20Apr%202022%2009:50:41%20GMT	https://lixingyong.com/themes/LIlGG_Sakura/source/css/lib.css	D:/Halo/Halo/lixingyong.com/themes/LIlGG_Sakura/source/css/lib.css	(from https://lixingyong.com/)
11:17:32	608/608	---M--	200	added ('OK')	text/css	date:Tue,%2005%20Apr%202022%2009:50:41%20GMT	https://lixingyong.com/themes/LIlGG_Sakura/source/css/highlight/highlight-AndroidStudio.css	D:/Halo/Halo/lixingyong.com/themes/LIlGG_Sakura/source/css/highlight/highlight-AndroidStudio.css	(from https://lixingyong.com/)
11:17:32	12484/12484	---MCZ	200	added ('OK')	text/css	date:Tue,%2005%20Apr%202022%2009:50:41%20GMT	https://lixingyong.com/themes/LIlGG_Sakura/source/lib/APlayer/APlayer.min.css	D:/Halo/Halo/lixingyong.com/themes/LIlGG_Sakura/source/lib/APlayer/APlayer.min.css	(from https://lixingyong.com/)
11:17:32	680/680	---M--	200	added ('OK')	text/css	date:Tue,%2005%20Apr%202022%2009:50:41%20GMT	https://lixingyong.com/themes/LIlGG_Sakura/source/lib/jqcloud2/jqcloud.min.css	D:/Halo/Halo/lixingyong.com/themes/LIlGG_Sakura/source/lib/jqcloud2/jqcloud.min.css	(from https://lixingyong.com/)
11:17:33	22476/22476	---MCZ	200	added ('OK')	text/css	etag:%2257cc-nBnGIDeAVkv0RmIpg5Ebn8k4aNg%22	https://unpkg.com/katex@0.12.0/dist/katex.min.css	D:/Halo/Halo/unpkg.com/katex@0.12.0/dist/katex.min.css	(from https://lixingyong.com/)
11:17:33	871/871	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Apr%202022%2009:50:41%20GMT	https://lixingyong.com/themes/LIlGG_Sakura/source/images/play@32x32.png	D:/Halo/Halo/lixingyong.com/themes/LIlGG_Sakura/source/images/play@32x32.png	(from https://lixingyong.com/)
11:17:34	915/915	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2005%20Apr%202022%2009:50:41%20GMT	https://lixingyong.com/themes/LIlGG_Sakura/source/images/next-b.svg	D:/Halo/Halo/lixingyong.com/themes/LIlGG_Sakura/source/images/next-b.svg	(from https://lixingyong.com/)
11:17:34	1297/1297	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Apr%202022%2009:50:41%20GMT	https://lixingyong.com/themes/LIlGG_Sakura/source/images/sns/qq.png	D:/Halo/Halo/lixingyong.com/themes/LIlGG_Sakura/source/images/sns/qq.png	(from https://lixingyong.com/)
11:17:34	395/395	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Apr%202022%2009:50:41%20GMT	https://lixingyong.com/themes/LIlGG_Sakura/source/images/sns/github.png	D:/Halo/Halo/lixingyong.com/themes/LIlGG_Sakura/source/images/sns/github.png	(from https://lixingyong.com/)
11:17:34	949/949	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Apr%202022%2009:50:41%20GMT	https://lixingyong.com/themes/LIlGG_Sakura/source/images/sns/bilibili.png	D:/Halo/Halo/lixingyong.com/themes/LIlGG_Sakura/source/images/sns/bilibili.png	(from https://lixingyong.com/)
11:17:35	1277/1277	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Apr%202022%2009:50:41%20GMT	https://lixingyong.com/themes/LIlGG_Sakura/source/images/sns/wangyiyun.png	D:/Halo/Halo/lixingyong.com/themes/LIlGG_Sakura/source/images/sns/wangyiyun.png	(from https://lixingyong.com/)
11:17:35	792/792	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Apr%202022%2009:50:41%20GMT	https://lixingyong.com/themes/LIlGG_Sakura/source/images/sns/jianshu.png	D:/Halo/Halo/lixingyong.com/themes/LIlGG_Sakura/source/images/sns/jianshu.png	(from https://lixingyong.com/)
11:17:35	1124/1124	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Apr%202022%2009:50:41%20GMT	https://lixingyong.com/themes/LIlGG_Sakura/source/images/sns/zhihu.png	D:/Halo/Halo/lixingyong.com/themes/LIlGG_Sakura/source/images/sns/zhihu.png	(from https://lixingyong.com/)
11:17:35	930/930	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Apr%202022%2009:50:41%20GMT	https://lixingyong.com/themes/LIlGG_Sakura/source/images/sns/csdn.png	D:/Halo/Halo/lixingyong.com/themes/LIlGG_Sakura/source/images/sns/csdn.png	(from https://lixingyong.com/)
11:17:35	30833/30833	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Dec%202021%2016:04:18%20GMT	https://lixingyong.com/upload/2021/09/%e5%be%ae%e4%bf%a1%e5%9b%be%e7%89%87_20201217154210-e5202587f5fd4a77b4f141501edd2f64.jpg	D:/Halo/Halo/lixingyong.com/upload/2021/09/%e5%be%ae%e4%bf%a1%e5%9b%be%e7%89%87_20201217154210-e5202587f5fd4a77b4f141501edd2f64.jpg	(from https://lixingyong.com/)
11:17:36	39537/39537	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:36%20GMT	https://lixingyong.com/archives	D:/Halo/Halo/lixingyong.com/archives.html	(from https://lixingyong.com/)
11:17:36	34789/34789	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:36%20GMT	https://lixingyong.com/s/music	D:/Halo/Halo/lixingyong.com/s/music.html	(from https://lixingyong.com/)
11:17:36	35778/35778	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:36%20GMT	https://lixingyong.com/categories	D:/Halo/Halo/lixingyong.com/categories.html	(from https://lixingyong.com/)
11:17:36	38423/38423	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:36%20GMT	https://lixingyong.com/tags	D:/Halo/Halo/lixingyong.com/tags.html	(from https://lixingyong.com/)
11:17:37	52535/52535	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:37%20GMT	https://lixingyong.com/journals	D:/Halo/Halo/lixingyong.com/journals.html	(from https://lixingyong.com/)
11:17:37	55743/55743	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:37%20GMT	https://lixingyong.com/photos	D:/Halo/Halo/lixingyong.com/photos.html	(from https://lixingyong.com/)
11:17:37	35162/35162	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:37%20GMT	https://lixingyong.com/s/comment	D:/Halo/Halo/lixingyong.com/s/comment.html	(from https://lixingyong.com/)
11:17:37	56475/56475	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:37%20GMT	https://lixingyong.com/s/friend	D:/Halo/Halo/lixingyong.com/s/friend.html	(from https://lixingyong.com/)
11:17:38	35907/35907	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:37%20GMT	https://lixingyong.com/s/donate	D:/Halo/Halo/lixingyong.com/s/donate.html	(from https://lixingyong.com/)
11:17:38	61729/61729	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:38%20GMT	https://lixingyong.com/s/halo-theme-sakure	D:/Halo/Halo/lixingyong.com/s/halo-theme-sakure.html	(from https://lixingyong.com/)
11:17:38	15661/15661	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:38%20GMT	https://lixingyong.com/sitemap.html	D:/Halo/Halo/lixingyong.com/sitemap.html	(from https://lixingyong.com/)
11:17:38	152657/152657	---MCZ	200	added ('OK')	application/xml	date:Tue,%2024%20May%202022%2010:44:55%20CST	https://lixingyong.com/rss.xml	D:/Halo/Halo/lixingyong.com/rss.xml	(from https://lixingyong.com/)
11:17:38	14437/14437	---M--	200	added ('OK')	image/jpeg	etag:%2293E2001E7A5E74CF685817C8478338D2%22	https://cdn.lixingyong.com/halo-sakura/image/232714_1591686148483.jpg?x-oss-process=image/auto-orient,1/resize,m_fixed,w_257,h_160	D:/Halo/Halo/cdn.lixingyong.com/halo-sakura/image/232714_15916861484833160.jpg	(from https://lixingyong.com/)
11:17:40	65857/65857	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:39%20GMT	https://lixingyong.com/2021/01/05/halo%e4%b8%bb%e9%a2%98sakura%e9%a3%9f%e7%94%a8%e8%af%b4%e6%98%8e	D:/Halo/Halo/lixingyong.com/2021/01/05/halo%e4%b8%bb%e9%a2%98sakura%e9%a3%9f%e7%94%a8%e8%af%b4%e6%98%8e.html	(from https://lixingyong.com/)
11:17:40	3561259/3561259	---M--	200	added ('OK')	image/png	etag:%228090F9AF1719886AFF63744B63D73C56%22	https://cdn.lixingyong.com/2020/12/25/62258773_p0d397eedbbb1fd68e.png	D:/Halo/Halo/cdn.lixingyong.com/2020/12/25/62258773_p0d397eedbbb1fd68e.png	(from https://lixingyong.com/)
11:17:40	12435/12435	---M--	200	added ('OK')	image/jpeg	etag:%22F3FCBA402EDB33D4E82F7B10153F01BC%22	https://cdn.lixingyong.com/halo-sakura/image/%e5%a3%b0%e4%b9%8b%e5%bd%a2%20%e7%9f%b3%e7%94%b0%e5%b0%86%e4%b9%9f%20%e8%a5%bf%e5%ae%ab%e7%a1%9d%e5%ad%904k%e5%8a%a8%e6%bc%ab%e5%a3%81%e7%ba%b84096x2160_%e5%bd%bc%e5%b2%b8%e5%9b%be%e7%bd%91_1591686818008.jpg?x-oss-process=image/auto-orient,1/resize,m_fixed,w_257,h_160	D:/Halo/Halo/cdn.lixingyong.com/halo-sakura/image/%e5%a3%b0%e4%b9%8b%e5%bd%a2%20%e7%9f%b3%e7%94%b0%e5%b0%86%e4%b9%9f%20%e8%a5%bf%e5%ae%ab%e7%a1%9d%e5%ad%904k%e5%8a%a8%e6%bc%ab%e5%a3%81%e7%ba%b84096x2160_%e5%bd%bc%e5%b2%b8%e5%9b%be%e7%bd%91_15916868180083160.jpg	(from https://lixingyong.com/)
11:17:40	37330/37330	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:40%20GMT	https://lixingyong.com/categories/opensource	D:/Halo/Halo/lixingyong.com/categories/opensource.html	(from https://lixingyong.com/)
11:17:41	51277/51277	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:41%20GMT	https://lixingyong.com/2020/10/21/%e9%9a%8f%e6%9c%ba%e5%9b%be%e7%89%87api	D:/Halo/Halo/lixingyong.com/2020/10/21/%e9%9a%8f%e6%9c%ba%e5%9b%be%e7%89%87api.html	(from https://lixingyong.com/)
11:17:41	35787/35787	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:41%20GMT	https://lixingyong.com/categories/api	D:/Halo/Halo/lixingyong.com/categories/api.html	(from https://lixingyong.com/)
11:17:41	69248/69248	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:41%20GMT	https://lixingyong.com/2020/08/14/xxl-job	D:/Halo/Halo/lixingyong.com/2020/08/14/xxl-job.html	(from https://lixingyong.com/)
11:17:41	40406/40406	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:41%20GMT	https://lixingyong.com/categories/experience	D:/Halo/Halo/lixingyong.com/categories/experience.html	(from https://lixingyong.com/)
11:17:42	55756/55756	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:42%20GMT	https://lixingyong.com/2020/08/13/mybatis	D:/Halo/Halo/lixingyong.com/2020/08/13/mybatis.html	(from https://lixingyong.com/)
11:17:42	61043/61043	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:42%20GMT	https://lixingyong.com/2020/06/22/marked	D:/Halo/Halo/lixingyong.com/2020/06/22/marked.html	(from https://lixingyong.com/)
11:17:42	64583/64583	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:42%20GMT	https://lixingyong.com/2020/06/18/saiku	D:/Halo/Halo/lixingyong.com/2020/06/18/saiku.html	(from https://lixingyong.com/)
11:17:42	44276/44276	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:42%20GMT	https://lixingyong.com/2020/06/08/ztree	D:/Halo/Halo/lixingyong.com/2020/06/08/ztree.html	(from https://lixingyong.com/)
11:17:43	44649/44649	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:42%20GMT	https://lixingyong.com/2020/06/08/nginx-ddos-cc	D:/Halo/Halo/lixingyong.com/2020/06/08/nginx-ddos-cc.html	(from https://lixingyong.com/)
11:17:43	47152/47152	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:43%20GMT	https://lixingyong.com/categories/page	D:/Halo/Halo/lixingyong.com/categories/page.html	(from https://lixingyong.com/)
11:17:43	44811/44811	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:43%20GMT	https://lixingyong.com/2020/06/08/mysql	D:/Halo/Halo/lixingyong.com/2020/06/08/mysql.html	(from https://lixingyong.com/)
11:17:43	49416/49416	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:43%20GMT	https://lixingyong.com/2020/06/08/quartz	D:/Halo/Halo/lixingyong.com/2020/06/08/quartz.html	(from https://lixingyong.com/)
11:17:43	47882/47882	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Nov%202022%2003:17:43%20GMT	https://lixingyong.com/page/2	D:/Halo/Halo/lixingyong.com/page/2.html	(from https://lixingyong.com/)
11:17:44	30392/30392	---M-Z	200	added ('OK')	application/javascript	etag:6ffc608df337a3445c410d11b9eb6f0a	https://hm.baidu.com/hm.js?7248736b8c1b15daa265e82fe64c228d	D:/Halo/Halo/hm.baidu.com/hm85cc.js	(from https://lixingyong.com/)
11:17:44	9008/9008	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Apr%202022%2009:50:41%20GMT	https://lixingyong.com/themes/LIlGG_Sakura/script/utils.min.js?ver=1.3.4	D:/Halo/Halo/lixingyong.com/themes/LIlGG_Sakura/script/utils.minc412.js	(from https://lixingyong.com/)
11:17:44	7771/7771	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Apr%202022%2009:50:41%20GMT	https://lixingyong.com/themes/LIlGG_Sakura/source/lib/lazysizes/lazysizes.min.js	D:/Halo/Halo/lixingyong.com/themes/LIlGG_Sakura/source/lib/lazysizes/lazysizes.min.js	(from https://lixingyong.com/)
11:17:45	293200/293200	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Apr%202022%2009:50:41%20GMT	https://lixingyong.com/themes/LIlGG_Sakura/source/js/lib.js	D:/Halo/Halo/lixingyong.com/themes/LIlGG_Sakura/source/js/lib.js	(from https://lixingyong.com/)
11:17:45	35445/35445	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Apr%202022%2009:50:41%20GMT	https://lixingyong.com/themes/LIlGG_Sakura/source/lib/isotope.pkgd.min/index.js	D:/Halo/Halo/lixingyong.com/themes/LIlGG_Sakura/source/lib/isotope.pkgd.min/index.js	(from https://lixingyong.com/)
11:17:45	5594/5594	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Apr%202022%2009:50:41%20GMT	https://lixingyong.com/themes/LIlGG_Sakura/source/lib/imagesloaded/imagesloaded.pkgd.min.js	D:/Halo/Halo/lixingyong.com/themes/LIlGG_Sakura/source/lib/imagesloaded/imagesloaded.pkgd.min.js	(from https://lixingyong.com/)
11:17:45	97916/97916	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Apr%202022%2009:50:41%20GMT	https://lixingyong.com/themes/LIlGG_Sakura/source/js/highlight/highlight.pack.js	D:/Halo/Halo/lixingyong.com/themes/LIlGG_Sakura/source/js/highlight/highlight.pack.js	(from https://lixingyong.com/)
11:17:46	1981/1981	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Apr%202022%2009:50:41%20GMT	https://lixingyong.com/themes/LIlGG_Sakura/source/js/highlight/highlightjs-line-numbers.min.js	D:/Halo/Halo/lixingyong.com/themes/LIlGG_Sakura/source/js/highlight/highlightjs-line-numbers.min.js	(from https://lixingyong.com/)
11:17:46	59285/59285	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2005%20Apr%202022%2009:50:41%20GMT	https://lixingyong.com/themes/LIlGG_Sakura/source/lib/APlayer/APlayer.min.js	D:/Halo/Halo/lixingyong.com/themes/LIlGG_Sakura/source/lib/APlayer/APlayer.min.js	(from https://lixingyong.com/)
